eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97E+11,1970,11,1,,0,,217,United States,1,North America,Pennsylvania,New Castle,41.001845,-80.34724,1,0,Outside of Rainbow Gardens Bar,"11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,Ronald Mitchell,217,United States,,White extremists,,,,,,Suspected motive was to intimidate the African American community of New Castle Pennsylvania.,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Drive-by shooting.,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This attack directly led to the outbreak of riots by the African American community of New Castle, Pennsylvania.","""Slaying Spurs Disorders,"" New York Times, November 2, 1970.","""Murder of Black Veteran Triggers New Castle Riot,"" New Pittsburg Courier, November 7, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,11,8,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.176269,1,0,,"11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,African Americans,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,217,United States,,White extremists,,,,,,To kill African Americans,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This incident occurred a short time after the lumber yard of Cairo Illinois was set on fire (197011070002).  Wiley Anderson was a sergeant on leave from the army.  Members of the United Front, an organization directing an African American boycott of White owned business in Cairo, believed that the sniper fire was coming from two different directions.  The United Front also stated that Walter Garrett, who was walking with Wiley Anderson at the time, was also shot.  However, the police dispute this claim.  The FBI stated that there was no evidence that any federal statutes were violated and the police were unsure who shot Wiley Anderson.","""Cairo Plant Burns During Racial Clash,"" Washington Post, November 9, 1970.","""Panther Trial Judge Reverses Ruling, Allows Tapes,"" Washington Post, December 1, 1970.","""Cairo Disturbances,"" Reading Eagle, November 9, 1970.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,1,1,,0,,217,United States,1,North America,North Carolina,Mount Gilead,35.214905,-80.001234,1,0,,"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson.  There were no casualties  but the damages to building were estimated to be $11,000.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Garage of the father of a civil rights attorney,The garage of William Chambers,217,United States,,White extremists,,,,,,To intimidate Julius Chambers from representing causes of the civil rights movement.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),11000,,0,,,,,,,0,,,,,,,,,There was a fire at the garage five months earlier that was not considered an arson attack.  This attack is linked with 197102040002.,"""Arson Seen in 2nd NC Garage Fire,"" Afro-American, January 23, 1971.","""Lawyer's Office Burned; NAACP Pledges Help,"" New Journal and Guide, February 13, 1971.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,2,4,,0,,217,United States,1,North America,North Carolina,Charlotte,35.2225,-80.837539,1,0,,"2/4/1971: The Charlotte, North Carolina, United States law offices of civil rights attorney Julius Chambers were destroyed by arson.  There were no casualties in the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),14,Judge/Attorney/Court,Civil Rights Office,Law Firm of Julius Chambers,217,United States,,White extremists,,,,,,To intimidate Julius Chambers from representing causes of the civil rights movement.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Investigators believed that the fire was set by a chemical.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,The building was destroyed.,0,,,,,,,0,,,,,,,,,The NAACP pledged to assist Chambers rebuild his law offices.  This attack is linked with 197101010001.,"""A Rights Office Burned in South,"" New York Times, November 5, 1971.","""Lawyer's Office Burned; NAACP Pledges Help,"" New Journal and Guide, February 13, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,2,10,,0,,217,United States,1,North America,Ohio,Akron,41.084195,-81.514059,1,0,Placed on front porch,"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,Newspaper publisher,Home of Ben Maidenburg,217,United States,1,Neo-Nazi extremists,,,,,,To protest the reporting of the Akron Beacon Journal,0,,,0,1,1,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Four sticks of dynamite connected to a clock,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The bomb was set to detonate at 8:30 PM but was discovered four hours earlier.  Charles Lawrence was an organizer for the National Socialist White People's Party.  Ben Maidenburg's house was bombed seven months earlier by an unknown perpetrator (197007040004).,"""Neo-Nazi Accused of Placing Bomb at Publisher's Home,"" New York Times, March 18, 1971.","""Bomb Left At Home of Publisher,"" Washington Post, February 12, 1971.","""Arrest Follows Kidnap Threat To Publisher,"" Sarasota Herald-Tribune, March 6, 1974.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,3,11,,0,,217,United States,1,North America,Texas,Houston,29.813822,-95.365295,1,0,,"3/11/1973: Members of the Ku Klux Klan were suspected of bombing the Socialist Worker Party headquarters in Houston, Texas, United States.  There were no casualties but the building sustained around $2,500 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Socialist Worker Party,Harris County headquarters of the Socialist Workers Party,217,United States,,Ku Klux Klan,,,,,,,1,,,0,4,4,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2500,The walls and ceilings of the facility were damaged.  Windows were shattered.,0,,,,,,,0,,,,,,,,,"Of the four perpetrators indicted, two of them, Beam and Moratto, were Klansmen.  Hutto was also accused of being a member of the Klan.  The perpetrators were also indicted for 197005120002 and 197010090001.","Martin Waldron, ""2 Bombings Laid to 4 in Houston,"" New York Times, June 12, 1971.","""Socialist Offices Bombed in Texas,"" Washington Post, March 14, 1971.","""3 Suspected Klansmen Held in Houston, Texas,"" Atlanta Daily World, January 19, 1971.",Hewitt Project,0,0,0,0,,,,,,,,,,,,,,,,
1.97E+11,1971,4,3,,0,,217,United States,1,North America,Michigan,Ypsilanti,42.24088,-83.613089,1,1,Lover's Lane road between Plymouth and Ypsilanti Michigan,"4/3/1971: Dr. R. Wiley Brownlee, high school principle and promoter of racial coexistence was struck down and kidnapped by members of the Ku Klux Klan in Ypsilanti, Michigan, United States.  Dr. Brownlee was released later in the night but not before he was tarred and feathered.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,Promoter of racial harmony,Dr. R. Wiley Brown,217,United States,,Ku Klux Klan,,,,,,Intimidate people who promote racial harmony,0,,,0,5,5,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),9,Melee,22,"Hands, Feet, Fists",,,,,,,,,The shotguns were not fired.  The target was struck down either with the shotgun or by fist.,0,0,0,1,1,0,0,,,,,1,1,1,2,,,,0,,,,,,2,Hostage(s) released by perpetrators,,"The length of the kidnapping was estimated to be two hours.  In response to the attack, Dr. Brownlee jokingly stated that it made him the Blackest man in town.  Robert Miles, the leader of Michigan's KKK, and four others were indicted for the attack.  Robert Miles was convicted.  He was also convicted for incident 197108300002.","""High School Principal 'Tarred and Feathered,'"" Atlanta Daily World, April 4, 1971.","""Arrest Held Stunt,"" Washington Post, June 24, 1972.","""Klan Leader Convicted,"" Call and Post, November 17, 1973.",Hewitt Project,0,0,0,0,,,,,,,,,,,,,,,,
1.97E+11,1971,8,23,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"8/23/1971: Unknown perpetrators placed a pipe bomb in the main lobby of Yeshiva University in Manhattan, New York, United States.  The bomb was discovered and disarmed three minutes before it was set to detonate.",1,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Yeshiva University,"Main lobby of Yeshiva University Building, Manhattan New York",217,United States,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Pipe bomb with timing device,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The bomb was defused around 8:15 AM.,"""21 Are Charged In Draft Raid,"" Washington Post, August 24, 1971.",,,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,8,30,,0,,217,United States,1,North America,Michigan,Pontiac,42.636876,-83.288425,1,0,Board of Education Maintenance Building,"8/30/1971: Ten school buses, that would have been used to transport African American students as part of a court-ordered integration plan, were blown up in Pontiac, Michigan, United States.  Five members of the Ku Klux Klan were convicted of the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),School buses intended to be used for school integration.,School buses of Pontiac Michigan,217,United States,,Ku Klux Klan,,,,,,To prevent school desegregation.,0,,,0,5,5,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Ten school buses were destroyed.,0,,,,,,,0,,,,,,,,,"Robert Miles, Dennis Ramsey, Wallace Fruit, Alex Distel, and Raymond Quick were convicted of this attack.  The prosecution was assisted by an informer within the KKK.  Elmer Tackett, another Klansman, stated on his death bed that he was the person who committed the attack, howeverm the original convictions were never overturned.  Robert Miles was also convicted for incident 197104030003.","""School Buses in Pontiac, Mich., Are Destroyed by Fire Bombs,"" New York Times, August 31, 1971.","William K. Stevens, ""5 Ex-Klansmen Convicted in School Bus Bomb Plot,"" New York Times, May 22, 1973.","""Bomb Admitted by Dying Klansman,"" New York Times, March 2, 1974.",Hewitt Project,0,0,0,0,,,,,,,,,,,,,,,,
1.97E+11,1971,9,1,,0,,217,United States,1,North America,Georgia,Columbus,32.462925,-84.987629,1,0,Two classrooms in a vacant school,"9/1/1971: Unknown perpetrators detonated a dynamite bomb in two vacant classrooms of a desegregated school in Columbus, Georgia, United States.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Desegregated school,,217,United States,,White extremists,,,,,,To protest/prevent school integration.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"This attack took place during heightened racial tensions as a result of the desegregation of the schools in Columbus, Georgia.  The school was vacant, at the time, because the state and federal courts gave contradictory orders on desegregation.  The school was eventually desegregated.","James T. Wooten, ""Busing Opposition Stiffens in South,"" New York Times, September 5, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,9,2,,0,,217,United States,1,North America,North Carolina,Kannapolis,35.487474,-80.622003,1,0,,"9/2/1971: Unknown perpetrators threw eight firebombs into the recently desegregated George Washington Carver Elementary School in Kannapolis, North Carolina, United States.  There were no casualties and the school sustained only minor damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Desegregated school,George Washington Carver Elementary School,217,United States,,White extremists,,,,,,To protest/prevent school integration.,0,,,0,3,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Eight gasoline filled beer bottles with burning wicks were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The building was only slightly damaged.  Three firebombs were thrown against walls of the school and five firebombs were thrown through the windows.,0,,,,,,,0,,,,,,,,,Witnesses saw three males run away from the scene after the attack.,"""Carver School Firebombed at Kannapolis,"" New Journal and Guide, September 11, 1971.","James T. Wooten, ""Busing Opposition Stiffens in South,"" New York Times, September 5, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,11,12,,0,,217,United States,1,North America,Oklahoma,Norman,35.205894,-97.445714,1,0,Oklahoma University,"11/12/1971: Unknown perpetrators through a firebomb into University Administration Building at Oklahoma University in Norman, Oklahoma, United States.  The resulting fire caused minor damages and was quickly extinguished.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Oklahoma University,"University Administration Building, Oklahoma University",217,United States,,White extremists,,,,,,This incident occurred during a period of intense racial conflict on the Oklahoma University campus,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Kerosene filled wine bottles,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,,,,,,,0,,,,,,,,,"At the time, African American students at Oklahoma University believed that many ""racial atrocities"" were being committed on campus.  Five days after the incident, there was a shooting at the Black People's Union and four buildings on campus were firebombed (197111170002 and 197111170003).","""Arsonists Are Hunted At Okla. U.,"" Washington Post, November 19, 1971.","""Probe Arson in OU Fires,"" The Fort Scott Tribune, November 18, 1971.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,11,17,,0,,217,United States,1,North America,Oklahoma,Norman,35.205894,-97.445714,1,0,Oklahoma University,"11/17/1971: Unknown perpetrators fired a shot into the Black People's Union at Oklahoma University in Norman, Oklahoma, United States.  There were no casualties but a window was shattered.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,49,School/University/Educational Building,Black People's Union,"Black People's Union, Oklahoma University",217,United States,,White extremists,,,,,,To intimidate African Americans on the Oklahoma University campus,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,.22 caliber slug,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Window shattered,0,,,,,,,0,,,,,,,,,"The shot was fired from a car.  At the time, African American students at Oklahoma University believed that many ""racial atrocities"" were being committed on campus.  Five days before the incident, the University Administration Building was firebombed (197111120002).  Hours after the incident, four buildings on campus were firebombed (197111170003).","""Arsonists Are Hunted At Okla. U.,"" Washington Post, November 19, 1971.","""Probe Arson in OU Fires,"" The Fort Scott Tribune, November 18, 1971.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1971,11,17,,0,11/18/1971,217,United States,1,North America,Oklahoma,Norman,35.205894,-97.445714,1,0,Oklahoma University,"11/17/1971: Unknown perpetrators set fire to four buildings on the Oklahoma University campus in Norman, Oklahoma, United States.  Two other incendiary devices failed to ignite.  The Bizel Memorial Library was also vandalized.  In total, twenty-seven people were injured and the buildings sustained an estimated $200,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Oklahoma University,"Storage building, Walker Tower, Wilson Center Cafeteria, Building 8, Microbiology building, and the Bizel Memorial Library at Oklahoma University",217,United States,3,White extremists,,,,,,This incident occurred during a period of intense racial conflict on the Oklahoma University campus,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,11,Sabotage Equipment,,,,,,,,,,,Explosive wick incendiary devices taped to doors of building.  Library cards dumped on the floor and soaked with glue and molasses.,0,0,0,27,27,0,1,3,Minor (likely < $1 million),200000,"Building 8 destroyed. Walker Tower, Wilson Center Cafeteria, and Storage building damaged.",0,,,,,,,0,,,,,,,,,"At the time, African American students at Oklahoma University believed that many ""racial atrocities"" were being committed on campus.  The first fire began at a book storage building at 10:30 PM.  At 4:30 AM, on November 18, two fires simultaneously ignited at the Wilson Center Cafeteria and Walker Tower.  A fire was set at Building 8 on south campus at 5:20 AM.  Failed incendiary devices were also discovered at the Microbiology building and Campus Police Building.  Five days before the incident, the University Administration Building was firebombed (197111120002).  Hours before the incident, there was a shooting at the Black People's Union (197111170002).","""Arsonists Are Hunted At Okla. U.,"" Washington Post, November 19, 1971.","""Probe Arson in OU Fires,"" The Fort Scott Tribune, November 18, 1971.","""OU Damages $200,000, 27 Hurt; Vandals Sought,"" Lawrence Journal-World, November 19, 1971.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1972,2,1,,0,,217,United States,1,North America,Mississippi,Jackson,32.302091,-90.185366,1,0,,"2/1/1972: Unknown perpetrators bombed Central High School in Jackson, Mississippi, United States.  There were no casualties but a cabinet was destroyed resulting in an estimated $100 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Integrated High School,"Central High School, Jackson Mississippi",217,United States,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Small homemade bomb,0,0,0,1,1,0,1,3,Minor (likely < $1 million),100,Cabinet destroyed,0,,,,,,,0,,,,,,,,,The bomb detonated around 12:00 PM.  The racial makeup of the school was half White and half Black.,"""School Blast Investigated,"" Reading Eagle, February 2, 1972.","Anthony Ripley, ""Officials Voice Concern at Rash of School Bombings,"" New York Times, May 28, 1972.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1973,9,26,,0,,217,United States,1,North America,Louisiana,New Orleans,29.951027,-90.071422,1,0,Interstate 10 on the way into New Orleans,"09/26/1973: Byron de la Beckwith was arrested on Interstate 10 on his way into New Orleans in the United States, for transporting a ticking bomb, which was allegedly meant to kill the regional director of the Anti-Defamation League , A.I. Botnick.  Allegedly, Beckwith was headed for Botnick's house at the time he was stopped at a roadblock by police.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"Regional Director of the Anti-Defamation League, A.I. Botnick","home of Regional Director of the Anti-Defamation League, A.I. Botnick",217,United States,,White extremists,,,,,,"Allegedly to kill the regional director of the Anti-Defamation League , A.I. Botnick",0,,,1,1,1,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Bruce Nolan, ""Beckwith dies as a prisoner; Racist murderer eluded justice for decades in Miss."" Times-Picayune (New Orleans, LA), January 23, 2001.","David Stout, ""Byron De La Beckwith Dies; Killer of Medgar Evers Was 80,"" New York Times, January 23, 2001.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1973,11,26,,0,,217,United States,1,North America,Alabama,Gadsden,33.996195,-85.978282,1,0,"1445 East Broad Street, in East Gadsden, the home of the victim, Rev. Edward Pace","11/26/1973: Black minister, Edward Pace, is shot and killed in his home in Gadsden, Alabama, in the Untied States, by alleged members of the Ku Klux Klan.",1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black minister,Reverend Edward Pace,217,United States,,Ku Klux Klan,,,,,,"The suspected motive for this incident is that the minister was assassinated because he moved into a neighborhood in which blacks and whites were residing together, and he bought his home from whites.  Additionally, sources note that Pace and his family had been receiving threats since they moved to the neighborhood.",1,,,0,3,3,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,30-caliber rifle,1,1,0,0,0,0,-9,,,,"Eight or nine of the rifle slugs went through the door of the Reverend's home, so this may have caused minor damage.",,,,,,,,,,,,,,,,,"Three white men, Aubrey Gene Arledge, his son Rickey Gene Arledge, and Bruce Wheeler Botsford, were arrested and charged with the first-degree murder of the reverend.  There is uncertainty surrounding their relations, if any, to the KKK.","""3 arrested in slaying of minister,"" Baltimore Afro-American, December 15, 1973.","""Gadsden Slaying,"" Baltimore Afro-American, December 15, 1973.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,,,,,,,,,,,,,,,,
1.98E+11,1975,8,16,,0,,217,United States,1,North America,California,El Monte,34.06857,-118.027606,1,0,,,1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,American Nazi Party (ANP),Former Head: Joseph Tommassi,217,United States,,Neo-Nazi extremists,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,1,0,0,,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,Disorders and Terrorism Chronology,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.98E+11,1975,9,19,,0,,217,United States,1,North America,Ohio,Dayton,39.759881,-84.189983,1,0,118 West Third St.,"9/19/1975: Neal Long, armed with a shotgun, shot and killed desegregation planner Dr. Charles Glatt at the old federal building in Dayton, Ohio, in the United States.  Long was detained immediately after the shooting.",1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,Desegregation leader,Dr. Charles Glatt,217,United States,,White extremists,,,,,,To protest and prevent the desegregation of the Dayton school system,0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,shotgun,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The incident occurred at 2:45 AM.  Neal Long asked a security guard in the old federal building where Glatt was.  He then preceded to shoot Glatt in the head.  Long was also accountable for the shooting of fifteen African American men in the Dayton Ohio area between 1972-1975.,"""Possible Link to Blacks' Killing Investigated in Dayton Slaying,"" New York Times, September 21, 1975.","Christine Vasconez, ""Neal Bradley Long's Rampage Recalled,"" Dayton Daily News, July 19, 1999.","""Deseg Expert Murder Linked to 5 Others,"" Afro-American, September 27, 1975.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.98E+11,1975,12,10,,0,,217,United States,1,North America,Massachusetts,Boston,42.358635,-71.056699,1,0,office building,"12/10/1975: A molotov cocktail is thrown through the front window of the NAACP office in South Boston, Massachusetts, United States, by four white men driving by in a car around midnight.  The firebomb damaged files, furniture and possibly structural beams, causing over $2,000 in damages.  No casualties resulted from the incident. The firebombing came as response to US District Court Judge W. Arthur Garrity Jr.'s decision to place South Boston High School under federal court supervision and implement desegregation.  His decision was met with fights between black and white students at the high school, and opposition and anger from many school officials and political leaders in Boston who denounced his orders and his lack of acknowledgement of faculty efforts to implement his desegregation requirements.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,12,NGO,61,Domestic NGO,NAACP,NAACP office,217,United States,,White extremists,,,,,,"The firebombing came as response to US District Court Judge W. Arthur Garrity Jr.'s decision to place South Boston High School under federal court supervision and implement desegregation.  His decision was met with fights between black and white students at the high school, and opposition and anger from many school officials and political leaders in Boston who denounced his orders and his lack of acknowledgement of faculty efforts to implement his desegregation requirements.",0,,,0,4,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,"over $2000 including damage to files, furniture and possibly structural beams",,,,,,,,,,,,,,,,,"Doubt terrorism proper because this incident was in response to specific court decision; however, it was during a time of racial tensions.","Ed Schumacher, ""Violence Erupts in Boston After New Busing Move,"" The Washington Post, December 11, 1975.","""Students fight at South Boston High,"" The Baltimore Sun, December 11, 1975.","New York Times, December 11, 1975.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
